street,zip,blkgrp
OAKWOODS,2879,440090512011
OCEAN VIEW,2879,440090513023
OCEAN VILLAGE,2879,440090513021
OLD GARDEN,2879,440090512021
OLD MOUNTAIN,2879,440090512024
OLD ROSE HILL,2881,440090513053
OLD ROSE HILL,2879,440090513053
OLD SHANNOCK,2879,440090513023
OLD USQUEPAUGH,2892,440090513061
OLIVER,2879,440090513021
OMER,2879,440090513053
ORCHARD,2879,440090512021
OSPREY,2879,440090513021
OTTER ACRES,2879,440090513062
OVERHILL,2879,440090513063
PADDOCK,2879,440090513063
PADDOCK,2881,440090513063
PADDY HILL,2879,440090512011
PARK,2879,440090513021
PARKWOOD,2881,440090513063
PARSONS,2892,440090513061
PARTRIDGE,2879,440090513022
PATTON,2879,440090512024
PAUL,2879,440090513063
PEACE S PIPE,2879,440090513051
PEAKED ROCK,2879,440090512012
PEARLS,2879,440090513053
PECKHAM,2879,440090513052
PECKHAM FARM,2892,440090513063
PENINSULA,2879,440090513021
PENNY,2879,440090512011
PERRY,2879,440090512022
PERRYWINKLE,2879,440090513022
PERSHING,2879,440090512024
PETAL,2879,440090513053
PETREL,2879,440090513023
PIKE,2879,440090512022
PINE HILL,2879,440090512012
PINE KNOLL,2879,440090513041
PINE TREE,2879,440090513041
PINEHURST,2879,440090513022
PITCH PINE,2879,440090513041
PLAINS,2881,440090514001
PLAINS,2892,440090514001
PLEASANT,2879,440090512021
PLEASANT VIEW,2892,440090513061
POINT,2879,440090513022
POLLOCK,2879,440090513052
POND,2892,440090513061
PORT,2879,440090513022
POTTER,2879,440090513021
POTTER,2881,440090513063
PRESERVATION,2879,440090512024
QUAGNUT,2879,440090513022
QUEENS RIVER,2892,440090513061
QUIET,2879,440090513041
RADIAL,2879,440090513052
RAILROAD,2892,440090513061
RAM ISLAND,2879,440090513023
RANGER,2881,440090514001
RED HOUSE,2879,440090513041
RED OAK,2879,440090513041
REDBERRY,2879,440090512012
REDWOOD,2879,440090513053
RHODY RAM,2881,440090514001
RICHARDSON,2892,440090513061
RIDGE,2879,440090513052
RIDGE CREST,2879,440090513063
RIDGEWOOD,2879,440090513053
RIVER HEIGHTS,2879,440090513052
RIVERSIDE,2879,440090513052
ROBERT FROST,2879,440090513023
ROBERTS,2881,440090513063
ROBINSON,2879,440090512021
ROCKLAND,2879,440090512012
ROCKWOOD,2879,440090513062
ROCKY,2879,440090513062
ROCKY BROOK,2879,440090512011
ROLENS,2879,440090513053
ROLLING ROCK,2879,440090513051
ROSE,2879,440090512011
ROSE HILL,2879,440090513053
ROSEBRIAR,2879,440090513023
ROXANNA,2881,440090514001
ROY CARPENTERS PRIVATE,2879,440090513021
ROY CARPENTERS PRIVATE BEACH,2879,440090513021
ROYS,2879,440090512011
RUMFORD,2892,440090513061
S BOW AND ARROW,2879,440090513051
S BRANT,2879,440090513023
S BROOK FARM,2879,440090513062
S COUNTY COMMONS,2879,440090512024
S GLEN,2879,440090513063
S INDIAN,2879,440090513051
S JERRY COVE,2879,440090513022
S JOHNNY CAKE,2879,440090513051
S KENSINGTON,2879,440090513063
S LARKIN POND,2892,440090513062
S MALLARD,2879,440090513023
S PARK,2881,440090513063
S PEACE PIPE,2879,440090513051
S POINTE,2879,440090513021
S RED FEATHER,2879,440090513051
S TOMAHAWK,2879,440090513051
S WAMPUM,2879,440090513051
S WEEDEN,2879,440090513021
SABBATIA,2879,440090513061
SAINT DOMINIC,2879,440090512024
SALT POND,2879,440090512021
SAMUEL RODMAN,2879,440090512011
SAND PIPER,2879,440090513023
SAND PLAINS,2879,440090513041
SAND SPRITE,2879,440090513023
SAND TRAIL,2879,440090513041
SAND TURN,2892,440090513061
SAND WEDGE,2879,440090513041
SANDY BOTTOM SHORES,2879,440090512012
SCALLOP SHELL,2879,440090512011
SCHAEFFER,2879,440090512012
SCHOOL,2879,440090512023
SCHOONER,2879,440090513022
SEA GRASS,2879,440090512024
SEA VIEW,2879,440090513052
SEABREEZE,2879,440090513021
SEAGRASS,2879,440090512024
SECLUDED,2879,440090512012
SEGAR,2879,440090513021
SENTINAL,2879,440090512012
SENTINEL,2879,440090512012
SERENITY,2879,440090512012
SHADBERRY,2879,440090513023
SHADOW FARM,2879,440090512021
SHANNOCK,2879,440090513041
SHANNON,2879,440090513022
SHELDON POINT,2879,440090513021
SHELLDRAKE,2879,440090513021
SHEPHERD,2879,440090513023
SHICKASHEEN,2892,440090513061
SHORTIE,2879,440090513062
SILVA,2879,440090513022
SIR MICHAEL,2892,440090513061
SLEEPY HOLLOW,2879,440090513022
SLOPE,2879,440090513023
SMITH,2879,440090512022
SNUG HARBOR,2879,440090513022
SOINT DOMINIC,2879,440090512024
SOPHIA,2879,440090512011
SOUTH,2881,440090513063
SOUTH SHORE VILLAGE,2879,440090513041
SOUTH SHORES VILLAGE,2879,440090513041
SOUTH WEEDEN,2879,440090513021
SOUTH WOODS,2879,440090513053
SOUTHWINDS,2879,440090513053
SPARTINA COVE,2879,440090513022
SPENCER,2879,440090512012
SPRING,2879,440090512011
SPRING HILL,2881,440090513063
SPRINGDALE,2881,440090513063
ST DOMENIC,2879,440090512024
ST DOMINIC,2879,440090512024
STARFLOWER,2879,440090513022
STARLIGHT,2879,440090513041
STEEPLE BUSH,2879,440090513022
STELLAR,2879,440090513041
STEVEN,2879,440090512011
STEWART,2879,440090513062
STONE BRIDGE,2879,440090512023
STONE SOUP FARM,2879,440090513062
STONEHENGE,2881,440090513063
STONEWAY,2879,440090513041
STONEY ACRES,2879,440090513053
STONEY FARM,2879,440090513062
STRAW,2879,440090513053
SUMMER,2879,440090513022
SUMMIT,2879,440090513052
SUNDANCE,2879,440090513051
SUNSET VIEW,2879,440090513041
SURFSIDE,2879,440090513023
SUSAN,2879,440090512011
SWEET ALLEN FARM,2879,440090512012
SWEET FERN,2879,440090512012
SYCAMORE,2879,440090513021
SYLVAN,2881,440090513063
TABER,2892,440090513061
TABLE ROCK,2879,440090513051
TARA,2879,440090513022
TARA LYNN,2892,440090513061
TARLETON,2879,440090512021
TEAL,2879,440090513023
TEFFT RIDGE,2879,440090513063
TERN,2879,440090513023
THEWLIS WOODS,2879,440090512012
THIRTY ACRE POND,2892,440090514001
THISTLEDOWN,2881,440090513063
THOREAU,2879,440090513023
TIDAL,2879,440090513022
TIMBER MEADOW,2881,440090513053
TOMAHAWK,2879,440090513051
TOOTELL,2892,440090514001
TOOTELL,2881,440090514001
TORREY,2879,440090513052
TOWN FARM,2879,440090512021
TRI POND,2879,440090512012
TRIPOND,2879,440090512012
TUCKER,2879,440090512023
TUCKERTOWN PARK,2879,440090513041
TUPELO,2879,440090513023
TURNER COVE,2879,440090513022
TWIN PENINSULA,2879,440090513023
UNCLE SAMS,2879,440090512012
UPPER COLLEGE,2881,440090514001
UPPER FARM,2879,440090513021
UPPER TERRACE,2879,440090512012
USQUEPAUGH,2892,440090513061
VENTURA,2881,440090513063
VICTORIA,2879,440090513022
VICTORY,2879,440090512023
VILLAGE SQUARE,2879,440090512024
W ABALONE,2879,440090513023
W ALUMNI,2881,440090514001
W ALUMNI,2892,440090514001
W BARNACLE,2879,440090513023
W CALYPSO,2879,440090513023
W INDEPENDENCE,2881,440090514001
W INDEPENDENCE,2892,440090514001
W LORELEI,2879,440090513023
W MOLLUSK,2879,440090513023
W NARRAGANSETT,2879,440090512024
W NAUTILUS,2879,440090513023
W NEPTUNE,2879,440090513023
W PARK,2881,440090513063
W PERIWINKLE,2879,440090513023
W SEACREST,2879,440090513023
W SPINDRIFT,2879,440090513023
W TIDEWATER,2879,440090513023
W TRITON,2879,440090513023
W VIEW,2879,440090513023
WAITES CORNER,2892,440090513061
WAKEFIELD,2879,440090513052
WALDEN,2879,440090513023
WARNER,2879,440090512021
WASHINGTON,2879,440090513021
WATCH HILL,2879,440090513063
WATER,2879,440090513021
WATSON,2892,440090513061
WAYSIDE,2881,440090513063
WAYSIDE MEADOW,2879,440090513051
WEATHERVANE,2879,440090512012
WEBSTER,2879,440090513041
WENDY,2879,440090513041
WEST,2879,440090513022
WEST SIDE,2879,440090513021
WEST VIEW,2879,440090513023
WESTCOTE,2879,440090513021
WESTCOTE CLOSE,2879,440090513021
WESTWIND,2879,440090513063
WESTWIND,2881,440090513063
WHIPPOORWILL,2879,440090513041
WHISPER,2892,440090513061
WHISPERING PINE,2879,440090513041
WHITE BIRCH,2879,440090513051
WHITE FALLS,2879,440090513051
WHITE HORN,2881,440090513063
WHITE HORN,2879,440090513063
WHITE OAK,2879,440090513041
WHITE POND,2879,440090513041
WHITEWOOD,2879,440090513053
WHITFORD,2879,440090512022
WHITTIER,2879,440090512012
WILD FLOWER,2879,440090513062
WILD GOOSE,2879,440090513023
WILDERNESS,2879,440090513022
WILDROSE,2879,440090513022
WILLIAM SCHMID,2879,440090512021
WILSON,2879,440090512023
WINCHESTER,2879,440090513022
WINDMILL,2879,440090513063
WINDSOR,2879,440090512021
WINDSWEPT,2879,440090513021
WINDWARD,2879,440090513022
WINDWOOD VALLEY,2879,440090513041
WINGATE,2879,440090513063
WINTER,2879,440090512022
WINTERBERRY,2879,440090512012
WINTMAN,2879,440090513052
WISHING WELL,2879,440090513063
WOLF ROCK,2892,440090513061
WOOD,2879,440090513041
WOOD HOLLOW,2879,440090513022
WOOD SOUP,2879,440090513062
WOODBINE,2879,440090512012
WOODED GROVE,2892,440090513061
WOODLAND,2879,440090513051
WOODMANS,2879,440090512012
WOODMARK,2879,440090513063
WOODMIST,2879,440090513053
WOODSIA,2879,440090513061
WOODSTOCK,2879,440090513053
WRIGHT,2879,440090512022
WYNDHAM,2879,440090512011
YARMOUTH,2879,440090512024
YAWGOO POND,2892,440090513061
ZINNS,2879,440090513053
138,2837,440050417022
179,2878,440050417022
A CONNELL,2878,440050416012
ABEL HART,2878,440050417022
ABLE HART,2878,440050417022
ADAMS,2878,440050417012
ADELARD,2878,440050417021
AGUIAR,2878,440050417012
ALAN,2878,440050416023
ALBERT,2878,440050416023
ALEXANDRA,2878,440050416021
ALICIA,2878,440050417012
AMES,2878,440050416022
ANN,2878,440050416022
ANTELOPE,2878,440050417012
ANTHONY,2837,440050417023
ANTHONY,2878,440050417023
APRIL,2878,440050416021
AQUIDNECK,2878,440050417011
ARBOR,2878,440050416011
ARROWHEAD,2878,440050417023
ARRUDA,2878,440050417012
ARRUDAS,2878,440050417012
ASH,2878,440050416011
AUDET,2878,440050416012
BANNER,2878,440050417011
BARN SWALLOW,2878,440050417022
BARNSWALLOW,2878,440050417022
BAY,2878,440050416012
BAYBERRY,2878,440050417021
BAYVIEW,2878,440050416022
BEARDSWORTH,2878,440050416011
BEARS DEN,2878,440050417011
BEAUDOIN,2878,440050416022
BEECH,2878,440050416011
BELLEVIEW,2878,440050416022
BETH,2878,440050416023
BETTENCOURT,2878,440050417022
BIRCH,2878,440050416011
BISMARK,2878,440050416022
BLACKBIRD,2878,440050417012
BLAISDELL,2878,440050416012
BLOSSOM,2878,440050417012
BLUE JAY,2878,440050417012
BLUEBERRY,2878,440050417021
BLUEBIRD,2878,440050417012
BLUFF,2878,440050416021
BOBBIN HILL,2878,440050416021
BOLDUCS,2878,440050417021
BONNIEFIELD,2878,440050417023
BOTTOM,2878,440050416012
BOUCHARD,2878,440050417022
BOURNE,2878,440050416023
BOWEN,2878,440050416021
BRACKETT,2878,440050416022
BRADLEY,2878,440050417021
BRAMBLE,2878,440050416023
BRAYTON,2878,440050417021
BRIARWOOD,2878,440050416023
BRIDGEPORT,2878,440050416021
BRIDLE,2878,440050417012
BRIGGS,2878,440050417012
BRIGHTMAN,2878,440050416021
BROADVIEW,2878,440050417023
BROOKSIDE,2878,440050417022
BRYANT,2878,440050417011
BUCKS,2878,440050417021
BUD,2878,440050417011
BUDD,2878,440050417011
BULL FROG,2878,440050417012
CALA,2878,440050417021
CAMPION,2878,440050417021
CANDY LAND,2878,440050417011
CARDINAL,2878,440050417012
CAREY,2878,440050416022
CARIBOU,2878,440050417012
CARL,2878,440050416023
CAROLE,2878,440050417011
CARPENTER,2878,440050416012
CHACE,2878,440050416012
CHARLES,2878,440050416023
CHERRY,2878,440050417012
CHERYL,2878,440050416023
CHESTER,2878,440050417012
CHRISTINA,2878,440050417022
CHRISTOPHER,2878,440050417011
CHURCH,2878,440050416012
CHURCH POND,2878,440050416021
CLAIR,2878,440050416012
CLARA,2878,440050416022
CLEGG,2878,440050416012
CLEMENT,2878,440050416011
CLIFF,2878,440050416012
COLONIAL,2878,440050416022
CONNELL,2878,440050416012
COOK,2878,440050416022
CORAL,2878,440050417011
CORNELL,2878,440050417021
COTTAGE,2878,440050416022
COTTRELL,2878,440050416021
CREST,2878,440050417022
CROSS,2878,440050417021
CUTTER,2878,440050416022
CYNTHIA,2878,440050417021
CYPRESS,2878,440050416011
DANIEL PAGE,2878,440050417011
DANIEL T CHURCH,2878,440050416021
DECOSTA,2878,440050416023
DEER RUN,2878,440050417021
DELANOS ISL,2878,440050417023
DELANOS ISLAND,2878,440050417023
DEVON WAY,2878,440050417012
DEWEY,2878,440050416022
DION,2878,440050417022
DRIFTWOOD,2878,440050417023
E BEARDSWORTH,2878,440050416011
E BOURNE,2878,440050416023
E DEMELLO,2878,440050417022
E DION,2878,440050417022
E END SPORTSMENS CLUB,2878,440050417012
E FRAZIER,2878,440050417012
E SAKONNET,2878,440050416021
EAGLEVILLE,2878,440050417011
EARLE,2878,440050416023
EAST,2878,440050417022
EAST SAKONNET,2878,440050416021
EDMOND,2878,440050417023
EDWARDS,2878,440050417021
EIGHT ROD,2878,440050417022
ELAINE,2878,440050416023
ELDERBERRY,2878,440050417022
ELK,2878,440050417012
ELLEN,2878,440050416023
EMMA JAMES,2878,440050417021
ETHANS,2878,440050417021
EVERGREEN,2878,440050416011
FAIRFIELD,2878,440050417021
FAIRWAY,2878,440050417012
FAIRWOOD,2878,440050417012
FARIA,2878,440050417023
FARNSWORTH,2878,440050416021
FARNUM,2878,440050417012
FAY,2878,440050416012
FERN,2878,440050417011
FERNANDES,2878,440050417021
FERREIRA,2878,440050417021
FIELDSTONE,2878,440050417022
FIR,2878,440050416011
FIVE ROD,2878,440050417022
FLORENCE,2878,440050417012
FOGLAND,2878,440050417023
FOOTE,2878,440050416012
FORAND,2878,440050417011
FORD FARM,2878,440050416022
FOUR ROD,2878,440050417022
FRANK,2878,440050416023
FRAZIER,2878,440050417012
FUREY,2878,440050417021
GADSBY,2878,440050417023
GARDEN,2878,440050416011
GLENDALE,2878,440050417012
GLENN,2878,440050417012
GOOSEBERRY,2878,440050417022
GRACE,2878,440050417023
GRANDVIEW,2878,440050416022
GREEN,2878,440050417012
GRINNELL,2878,440050416023
GROVE,2878,440050416023
HAMBLY,2878,440050416023
HAMILTON,2878,440050417023
HANCOCK,2878,440050417012
HARBOR RIDGE,2878,440050416023
HARRIS,2878,440050416023
HART,2878,440050417023
HASKINS,2878,440050416022
HAYDEN,2878,440050416023
HEMLOCK,2878,440050417021
HERITAGE,2878,440050417021
HIGH HILL,2878,440050417023
HIGH RIDGE,2878,440050416011
HILLSIDE,2878,440050416021
HOBSON,2878,440050416022
HORIZON,2878,440050416012
HUDSON,2878,440050417012
HUMMINGBIRD,2878,440050417012
HURST,2878,440050417012
INDIAN HILL,2878,440050417012
INDIAN POINT,2878,440050417023
INDUSTRIAL,2878,440050417011
ISABELLA,2878,440050417021
ISLAND VIEW,2878,440050417023
JACQUELINE,2878,440050417022
JAY,2878,440050416012
JEFFERSON,2878,440050417012
JENNIFER,2878,440050416021
JILEY HILL,2878,440050417011
JOANNE,2878,440050417022
JOHN,2878,440050416022
JOHN E DUGGAN,2878,440050416012
KAREN,2878,440050417021
KAUFMAN,2878,440050416012
KEARNS,2878,440050416022
KENNEY,2878,440050417011
KENYON,2878,440050416011
KEVIN,2878,440050417011
KITCHENER,2878,440050417012
KNOTTY PINE,2878,440050417021
LAKE SIDE,2878,440050417011
LAKESIDE,2878,440050417011
LARK,2878,440050417012
LAWRENCE,2878,440050417023
LAWTON,2878,440050416021
LAZYWOOD,2878,440050417021
LEDGER,2878,440050417011
LEDOUX,2878,440050417022
LEE,2878,440050417012
LEESHORE,2878,440050416022
LEGER,2878,440050417011
LENNY,2878,440050417023
LEONARD,2878,440050417023
LEPES,2878,440050416012
LEWIS,2878,440050416022
LILLIAN,2878,440050416022
LINCOLN,2878,440050417011
LINDA,2878,440050416023
LITTLE HARBOUR,2878,440050417023
LOCK,2878,440050417012
LONG PASTURE,2878,440050417023
LOUISE,2878,440050416023
LOWELL,2878,440050416022
LUCY,2878,440050417021
LUKE,2878,440050417011
MAINSAIL,2878,440050416022
MALLARD,2878,440050416021
MAPLE,2878,440050417021
MARGARET,2878,440050417011
MARK,2878,440050417011
MARLYNN,2878,440050417023
MARY,2878,440050417021
MASSEY,2878,440050416023
MATHEW,2878,440050416012
MATHIAS,2878,440050416012
MAYFLOWER,2878,440050417011
MEADOW VIEW,2878,440050417021
MERRITT,2878,440050416023
METHUEN,2878,440050416012
MICHAELS,2878,440050417022
MIDDLE,2878,440050416021
MILES,2878,440050416022
MILL,2878,440050416011
MOCKINGBIRD,2878,440050417012
MONTGOMERY,2878,440050417012
MORNING DOVE,2878,440050417022
MOUNT HOPE,2878,440050416021
MOUNTAIN LAUREL,2878,440050416021
MT HOPE,2878,440050416021
MULBERRY,2878,440050417011
MURRAY,2878,440050416023
MUSE,2878,440050417021
MYRTLE,2878,440050417011
N BRAYTON,2878,440050417011
N CHRISTOPHER,2878,440050417011
N GADSBY,2878,440050417023
NANAQUAKET,2878,440050417023
NANAQUAKET POINT,2878,440050417023
NANAQUAKET PT,2878,440050417023
NARGSNT,2878,440050416021
NARRAGANSETT,2878,440050416021
NARROW,2878,440050417022
NECK,2878,440050417023
NICHOLSON,2878,440050416021
NIGHTINGALE,2878,440050417012
NONQUIT,2878,440050417023
NORMAN,2878,440050417022
OAK TREE,2878,440050416011
OAKLAND,2878,440050416022
OCEAN VIEW,2878,440050416022
OCONNELL,2878,440050416022
OLD BULGARMARSH,2878,440050417011
OLD COLONY,2878,440050416022
OLD CRANDALL,2878,440050417022
OLD FARM,2878,440050417022
OLD STAFFORD,2878,440050417011
OLD STONE CHURCH,2878,440050417022
OLYMPIA,2878,440050416022
OREGON,2878,440050416022
OTOCKI,2878,440050417021
PALMER,2878,440050416021
PARK,2878,440050416023
PATSY,2878,440050417023
PAUL,2878,440050416022
PAUL JAMES,2878,440050416023
PEACEFUL,2878,440050417023
PECKHAM,2878,440050417023
PELHAM,2878,440050417021
PELLETIER,2878,440050417011
PENNY POND,2878,440050417023
PERSHING,2878,440050417021
PERSIMMON,2878,440050417021
PHILLIP,2878,440050417023
PIERCE,2878,440050416022
PINE TREE,2878,440050416011
PLANTATION,2878,440050417012
PLEASANT,2878,440050416022
POCASSET,2878,440050416023
POINSETTA,2878,440050417011
POINT VIEW,2878,440050417023
POND BRIDGE,2878,440050417023
POOLS,2878,440050417022
PRESERVATION,2878,440050417022
PRESIDENTIAL,2878,440050417021
PRESTON,2878,440050417023
PRIMROSE,2878,440050416023
PROGRESS,2878,440050417011
PROSPECT HILL,2878,440050416021
QUAKER,2878,440050416021
QUINTAL,2878,440050417011
RAIDERS,2878,440050417011
RANDOLPH LAKE,2878,440050417011
RED TAIL,2878,440050417012
REDWOOD,2878,440050416011
REED,2878,440050416021
RESTFULL VALLEY,2878,440050417021
RESTVIEW,2878,440050417021
RHODODENDRON,2878,440050417022
RICHARD,2878,440050416023
RIDGESIDE,2878,440050417011
RIM ROCK,2878,440050416021
RIVER SCAPE,2878,440050417023
RIVERVIEW,2878,440050416021
ROBERT,2878,440050416012
ROBERT GRAY,2878,440050416022
ROBIN,2878,440050417012
ROCK,2878,440050416011
ROCKLAND,2878,440050417011
ROCKY,2878,440050416023
RONNIE,2878,440050417023
ROOSEVELT,2878,440050417021
ROSE,2878,440050416022
ROSELAND,2878,440050417022
ROY,2878,440050417021
RUSSELL,2878,440050416023
S CANNING,2878,440050417011
S CHRISTOPHER,2878,440050417011
S COMMONS,2878,440050417022
S LAKE,2878,440050417022
SACHEM,2878,440050417023
SAKONNET RIDGE,2878,440050416021
SALISBURY,2878,440050416022
SANDPIPER,2878,440050417022
SANDRA LEE,2878,440050417022
SAXONY,2878,440050417022
SCHOONER,2878,440050416022
SEACONNET,2878,440050416021
SEAPOWET,2878,440050417023
SEAVIEW,2878,440050416011
SHANNON,2878,440050416022
SHELDON,2878,440050417012
SHIRLEY,2878,440050417023
SHORE,2878,440050417023
SHORT,2878,440050416011
SHOVE,2878,440050416011
SILVER BEECH,2878,440050416021
SIMMONS,2878,440050417022
SLADE,2878,440050417012
SLEEPY HOLLOW,2878,440050417022
SLOOP,2878,440050416022
SONGBIRD,2878,440050417012
SOUTH COMMON,2878,440050417022
SOUZA,2878,440050416023
SPARROW,2878,440050417012
SPOTTED OWL,2878,440050417012
SPRINGER,2878,440050416022
SPRUCE,2878,440050416011
STARBOARD,2878,440050416022
STARLIT,2878,440050416022
STERLING,2878,440050416023
STEVEN,2878,440050416022
STEVENS,2878,440050416022
STONE CHURCH,2878,440050417022
STONEY HOLLOW,2878,440050417022
SUMMERFIELD,2878,440050416012
SUMMIT,2878,440050416021
SUNDERLAND,2878,440050416022
SUNSET VIEW,2878,440050417023
SUSAN,2878,440050417021
SYLVIA,2878,440050417022
TACK SISSON,2878,440050417011
TANGLEWOOD,2878,440050417021
TEABERRY,2878,440050417022
TERRA VERDE,2878,440050417021
TERRACE,2878,440050416022
TERRY,2878,440050416022
THIBAULT,2878,440050417011
THOMAS,2878,440050417021
THREE ROD,2878,440050417023
TIVERTON CASINO,2878,440050417011
TONY,2878,440050417023
TOPSAIL,2878,440050416022
TOWER HILL,2878,440050417011
UNION,2878,440050401042
URBANS,2878,440050417011
VALE,2878,440050416022
VALLEE,2878,440050416023
VICTORIA,2878,440050416022
VILLAGE,2878,440050416022
VITRUVIAN,2878,440050417021
W DEMELLO,2878,440050417022
W RIDGE,2878,440050416021
WALNUT,2878,440050416011
WAMPANOG,2878,440050417023
WARREN,2878,440050416023
WASHINGTON,2878,440050417011
WATERMARK,2878,440050416022
WATERS EDGE,2878,440050416022
WATUPPA,2878,440050417012
WELL MEADOW,2878,440050416012
WEST,2878,440050416021
WHIFFLE TREE,2878,440050417011
WHITE TAIL,2878,440050417012
WHITETAIL,2878,440050417012
WILCOX,2878,440050417023
WILD ROSE,2878,440050417022
WILDROSE,2878,440050417022
WILLIAM,2878,440050417023
WILLIAM BARTON,2878,440050417011
WILLIAMSON,2878,440050416022
WILLOW,2878,440050417012
WILLOW TREE,2878,440050416011
WINDMILL HILL,2878,440050417022
WINDWOOD,2878,440050417012
WINNISIMET,2878,440050417023
WINTERBERRY,2878,440050417022
WM S CANNING,2878,440050417011
WOOD,2878,440050417021
WOOD LILY,2878,440050417021
WOODLAND,2878,440050417021
YARDARM,2878,440050416022
YELLOW FIN,2878,440050417011
YELLOWFIN,2878,440050417011
A,2885,440010306021
ADAMS,2885,440010306021
ALEXS,2885,440010306013
ALICE,2885,440010306022
ALMEIDA,2885,440010306022
ALMY,2885,440010306023
ANN,2885,440010306023
ARLINGTON,2885,440010305002
ARTHUR,2885,440010306012
ASSELIN,2885,440010305002
AUBIN,2885,440010306012
BAGY WRINKLE,2885,440010306024
BAKER,2885,440010305003
BALTIMORE,2885,440010306012
BARDEN,2885,440010306023
BARKER,2885,440010306021
BARNEY,2885,440010305001
BARTON,2885,440010306013
BAY VIEW,2885,440010306013
BEACH,2885,440010306024
BEE JAY,2885,440010306021
BEECHWOOD,2885,440010306023
BENEFIT,2885,440010305002
BETH,2885,440010306023
BEVERLY,2885,440010306022
BIRCH SWAMP,2885,440010306011
BLACKTHORNE,2885,440010306013
BOWEN,2885,440010305003
BRADBURY,2885,440010306013
BRADFORD,2885,440010306024
BRADY,2885,440010306021
BRENTWOOD,2885,440010306023
BRIDGE,2885,440010306024
BRISTOW,2885,440010306012
BRITTNEY,2885,440010306011
BROAD,2885,440010305003
BROWN,2885,440010305001
BROWNELL,2885,440010306013
BUFFALO,2885,440010306012
BULL CRSG,2885,440010306013
BUTTERWORTH,2885,440010306012
CALDER,2885,440010306013
CANARIO,2885,440010306023
CHACE,2885,440010306013
CHARITY,2885,440010306012
CHERRY,2885,440010306021
CHESTNUT,2885,440010306011
CHURCH,2885,440010305003
CIRCUIT,2885,440010306013
CLARK,2885,440010306022
COGGESHALL,2885,440010306013
COLE,2885,440010305002
COLIN,2885,440010306013
COLONIAL,2885,440010306013
COLUMBUS,2885,440010306012
COMMERCIAL,2885,440010306011
COMPANY,2885,440010305003
CONNOLLY,2885,440010306011
COOMER,2885,440010306023
CORNELL,2885,440010306011
COTTAGE,2885,440010306021
COUNTRY,2885,440010306011
CRANBERRY,2885,440010306012
CRESCENT,2885,440010305001
CROADE,2885,440010305002
CUTLER,2885,440010305002
DAPONTE,2885,440010305002
DAVIS,2885,440010305003
DENVER,2885,440010306012
DETROIT,2885,440010306012
DRYSDALE,2885,440010305002
DYER,2885,440010306023
EDDY,2885,440010305003
EISENHOWER,2885,440010306023
ELIZABETH,2885,440010306013
ELLIS,2885,440010305002
ELM,2885,440010306021
ELMWOOD,2885,440010306023
EMERY,2885,440010306013
ENGLEWOOD,2885,440010306023
EVERETT,2885,440010305002
EVIE,2885,440010306023
EVIE,2809,440010306023
FAIRVIEW,2885,440010306022
FATIMA,2885,440010306023
FEDERAL,2885,440010305001
FENWOOD,2885,440010306023
FERN,2885,440010306013
FIFTH,2885,440010306022
FRANCES,2885,440010306022
FRANK,2885,440010306012
GARDEN,2885,440010306023
GEORGE,2885,440010306013
GRANDVIEW,2885,440010306021
GRANT,2885,440010306022
GREENE,2885,440010305002
GREENHOUSE,2885,440010306021
GREENLAWN,2885,440010306021
GREG,2885,440010306023
GROVE,2885,440010306011
HAILE,2885,440010306024
HANDY,2885,440010305001
HANLEY,2885,440010306023
HANLEY FARM,2885,440010306024
HANLEY FARM,2809,440010306024
HARDING,2885,440010306022
HARRIS,2885,440010306022
HAWTHORNE,2885,440010306013
HEZEKIAH,2885,440010306012
HIGHLAND,2885,440010306013
HIGHVIEW,2885,440010306012
HOMESTEAD,2885,440010306022
HOPE,2885,440010305001
HOWLAND,2885,440010306023
IDA,2885,440010306012
IVY,2885,440010306022
JACLYN,2885,440010306011
JACOBS POINT,2885,440010306024
JEFFERSON,2885,440010305003
JEFFREY,2885,440010305002
JOHN,2885,440010306011
JOHNSON,2885,440010305003
JOSEPH,2885,440010306012
JOYCE,2885,440010305002
JUSTIN,2885,440010306023
KATHLEEN,2885,440010306012
KATIE,2885,440010306013
KELLEY,2885,440010305001
KELLY,2885,440010305001
KENNY,2885,440010306013
KENYON,2885,440010306023
KICKEMUIT KLOSE,2885,440010306012
KING,2885,440010306021
KINNICUT,2885,440010306012
KINNICUTT,2885,440010306012
KYALIN,2885,440010306023
LAMBERT,2885,440010306011
LAUREL,2885,440010306022
LEE,2885,440010306013
LEONARD,2885,440010306013
LIBBY,2885,440010306021
LIBERTY,2885,440010305003
LINCOLN,2885,440010306022
LINWOOD,2885,440010306023
LOCUST,2885,440010306024
LONG WHARF,2885,440010305003
LUTHER,2885,440010305003
LYNDON,2885,440010305003
MAIN,2809,440010306023
MAIN VIEW,2885,440010306023
MANCHESTER,2885,440010306013
MANNING,2885,440010305003
MARTIN,2885,440010305001
MASON,2885,440010305002
MASSASOIT,2885,440010306021
MATTHEW,2885,440010306012
MAYO,2885,440010306013
MEADOW,2885,440010306011
MIDDLE,2885,440010306021
MILL,2885,440010305001
MILLER,2885,440010305003
MILWAUKEE,2885,440010306012
MONAST,2885,440010306011
MULBERRY,2885,440010305002
MUNRO,2885,440010306022
N CORNELL,2885,440010306011
N TOUISSET,2885,440010306013
